Código;Descrição Resumida
"1502017047";"TUBO (AI) A790 (S32760) S/C (PC) 80S, 0.218 (5.54 mm) 2"
"1502017067";"TUBO (AI) A790 (S32760) S/C (PC) 10S, 0.120 (3.05 mm) 3"
"1502017091";"TUBO (AI) A790 (S32760) S/C (PC) 10S, 0.120 (3.05 mm) 4"
"1502017108";"TUBO (AI) A790 (S32760) S/C (PC) 0.125 (3.18 mm) 5"
"1502017124";"TUBO (AI) A790 (S32760) S/C (PC) 10S, 0.134 (3.40 mm) 6"
"1502017146";"TUBO (AI) A790 (S32760) S/C (PC) 10S, 0.148 (3.76 mm) 8"
"1502017195";"TUBO (AI) A790 (S32760) S/C (PC) 10S, 0.180 (4.57 mm) 12"
"1502018358";"TUBO (AI) A790 (S32760) C/C (PC) 10S, 0.180 (4.57 mm) 12"
"1502018367";"TUBO (AI) A790 (S32760) C/C (PC) 40S, 0.375 (9.53 mm) 12 POL"
"1502019013";"TUBO (AI) A790 (S31803) S/C (PL) 80S, 0.218 (5.54 mm) 1/2 POL"
"1502019019";"TUBO (AI) A790 (S31803) S/C (PL) 80S, 0.154 (3.91 mm) 3/4"
"1502019020";"TUBO (AI) A790 (S31803) S/C (PL) S-160, 0.219 (5.56 mm) 3/4"
"1502019024";"TUBO (AI) A790 (S31803) S/C (PL) 40S, 0.133 (3.38 mm) 1"
"1502019025";"TUBO (AI) A790 (S31803) S/C (PL) 80S, 0.179 (4.55 mm) 1"
"1502019037";"TUBO (AI) A790 (S31803) S/C (PL) 80S, 0.200 (5.08 mm) 1.1/2"
"1502019047";"TUBO (AI) A790 (S31803) S/C (PC) 80S, 0.218 (5.54 mm) 2"
"1502019067";"TUBO (AI) A790 (S31803) S/C (PC) 10S, 0.120 (3.05 mm) 3"
"1502019091";"TUBO (AI) A790 (S31803) S/C (PC) 10S, 0.120 (3.05 mm) 4 POL"
"1502019098";"TUBO (AI) A790 (S31803) S/C (PC) 40S, 0.237 (6.02 mm) 4 pol"
"1502019102";"TUBO (AI) A790 (S31803) S/C (PC) 80S, 0.337 (8.56 mm) 4"
"1502019124";"TUBO (AI) A790 (S31803) S/C (PC) 10S, 0.134 (3.40 mm) 6"
"1502019132";"TUBO (AI) A790 (S31803) S/C (PC) 40S, 0.280 (7.11 mm) 6"
"1502019288";"TUBO (AI) A790 (S31803) S/C (PC) 10S, 0.188 (4.78 mm) 18"
"1502020188";"TUBO (AI) A790 (S31803) C/C (PL) 80S, 0.179 (4.55 mm) 1"
"1502020210";"TUBO (AI) A790 (S31803) C/C (PC) 80S, 0.218 (5.54 mm) 2"
"1502020334";"TUBO (AI) A790 (S31803) C/C (PC) 10S, 0.165 (4.19 mm) 10"
"1502020538";"TUBO (AI) A790 (S31803) C/C (PC)   0.250 (6.35 mm) 24"
"1502026009";"TUBO (AI) A790 (S32750) S/C (PC) 10S, 0.109 (2.77 mm) 2 "
"1502026011";"TUBO (AI) A790 (S32750) S/C (PC) 10S, 0.147 (3.05 mm) 3"""
"1502026013";"TUBO (AI) A790 (S32750) (PC) S/C SCH-10S (4 pol)"
"1502026015";"TUBO (AI) A790 (S32750) S/C (PC) 10S, 0.134 (3.40 mm) 6 pol"
"1502026017";"TUBO (AI) A790 (S32760) S/C (PC) 10S, 0.165 (4.19 mm) 10 POL"
"1502026020";"TUBO (AI) A790 (S32750) (PC) S/C SCH-10S (16 pol)"
"1502026022";"TUBO (AI) A790 (S32750) (PC) S/C SCH-10S (20 pol)"
"1502026027";"TUBO (AI) A790 (S32750) S/C (PL) 40S, 0.109 (2.77 mm) 1/2"""
"1502026031";"TUBO (AI) A790 (S32750) S/C (PL) 80S, 0.147 (3.73 mm) 1/2"""
"1502026035";"TUBO (AI) A790 (S32750) S/C (PL) 40S, 0.113 (2.87 mm) 3/4"
"1502026036";"TUBO (AI) A790 (S32750) S/C (PL) 80S, 0.154 (3.91 mm) 3/4"
"1502026040";"TUBO (AI) A790 (S32750) S/C (PL) 40S, 0.133 (3.38 mm) 1 POL"
"1502026041";"TUBO (AI) A790 (S32750) S/C (PC) 80S, 0.179 (4.55 mm) 1 POL"
"1502026050";"TUBO (AI) A790 (S32750) S/C (PL) 40S, 0.145 (3.68 mm) 1.1/2"
"1502026057";"TUBO (AI) A790 (S32750) S/C (PC) 40S, 0.154 (3.91 mm) 2 POL"
"1502026060";"TUBO (AI) A790 (S32750) S/C (PC) 80S, 0.218 (5.54 mm) 2"
"1502026139";"TUBO (AI) A790 (S32750) (PC) S/C SCH-40S (6 pol)"
"1502026143";"TUBO (AI) A790 (S32750) (PC) S/C SCH-80S (6 pol)"
"1502026157";"TUBO (AI) A790 (S32750) S/C (PC) , 0.250 (12.70 mm) 8"
"1502026165";"TUBO (AI) A790 (S32750) S/C (PL) 80S, 0.500 (12.70 mm) 8"""
"1502029187";"TUBO (AI) A790 (S32750) (PL) C/C SCH-40S (1 pol)"
"1502029197";"TUBO (AI) A790 (S32750) (PL) C/C SCH-5S (1.1/2 pol)"
"1502029295";"TUBO (AI) A790 (S32750) (PC) C/C SCH-40S (6 pol)"
"1502029309";"TUBO (AI) A790 (S32750) (PC) C/C SCH-10S (8 pol)"
"1502029334";"TUBO (AI) A790 (S32750) (PC) C/C SCH-10S (10 pol)"
"1502029374";"TUBO (AI) A790 (S32750) (PC) C/C ESP. 0.750MM (12 pol)"
"1502029392";"TUBO (AI) A790 (S32750) C/C (PC) 10S, 0.188 (4.78 mm) 14 pol"
"1502029478";"TUBO (AI) A790 (S32750) C/C (PC) 10S, 0.218 (5.54 mm) 20 pol"
"1502021171";"TUBO (AI) A928 (S32760) S/C (PC) 10S, 0.165 (4.19 mm) 10"
"1502021195";"TUBO (AI) A928 (S32760) S/C (PC) 10S, 0.180 (4.57 mm) 12"
"1502021259";"TUBO (AI) A928 (S32760) S/C (PC) 10S, 0.188 (4.78 mm) 16"
"1502022334";"TUBO (AI) A928 (S32760) C/C (PC) 10S, 0.165 (4.19 mm) 10"
"1502022358";"TUBO (AI) A928 (S32760) C/C (PC) 10S, 0.180 (4.57 mm) 12"
"1502022392";"TUBO (AI) A928 (S32760) C/C (PC) 10S, 0.188 (4.78 mm) 14"
"1502022422";"TUBO (AI) A928 (S32760) C/C (PC) 10S, 0.188 (4.78 mm) 16"
"1502022426";"TUBO (AI) A928 (S32760) S/C (PC), 0.375 (9.53 mm) 16"
"1502022451";"TUBO (AI) A928 (S32760) C/C (PC) 10S, 0.188 (4.78 mm) 18"
"1502023047";"TUBO (AI) A928 (S31803) S/C (PC) 80S, 0.218 (5.54 mm) 2"
"1502023091";"TUBO (AI) A928 (S31803) S/C (PC) 10S, 0.120 (3.05 mm) 4"
"1502023229";"TUBO (AI) A928 (S31803) S/C (PC) 10S, 0.188 (4.78 mm) 14"
"1502023263";"TUBO (AI) A928 (S31803) S/C (PC), 0.375 (9.53 mm) 16 POL"
"1502024436";"TUBO (AI) A928 (S31803) C/C (PC) 40S, 0.500 (12.70 mm) 16 POL"
"1502025012";"TUBO (AI) A928 (S32750) C/C (PC) 10S, 0.134 (3.40 mm) 6 "
"1502025013";"TUBO (AI) A928 (S32750) C/C (PC) 10S, 0.148 (3.76 mm) 8 "
"1502025014";"TUBO (AI) A928 (S32750) C/C (PC) 10S, 0.165 (4.19 mm) 10 "
"1502025015";"TUBO (AI) A928 (S32750) C/C (PC) 10S, 0.180 (4.57 mm) 12 "
"1502025017";"TUBO (AI) A928 (S32750) C/C (PC) 10S, 0.188 (4.78 mm) 16 "
"1502025019";"TUBO (AI) A928 (S32750) C/C (PC) 10S, 0.218 (5.54 mm) 20 "
"1502025020";"TUBO (AI) A928 (S32750) C/C (PC) 10S, 0.218 (5.54 mm) 22"
"1501002001";"TUBO AC, API 5L B, SC (PL) 80-XS, 0.147 (3.73 mm) 1/2 pol"
"1501002002";"TUBO AC, API 5L B, SC (PL) 80-XS, 0.154 (3.91 mm) 3/4 pol"
"1501002003";"TUBO AC, API 5L B, SC (PL) 80-XS, 0.179 (4.55 mm) 1 pol"
"1501002004";"TUBO AC, API 5L B, SC (PL) XXS, 0.294 (7.47 mm) 1/2 pol"
"1501002005";"TUBO AC, API 5L B, SC (PL) 80-XS, 0.200 (5.08 mm) 1.1/2 pol"
"1501002006";"TUBO AC, API 5L B, SC (PL) XXS, 0.308 (7.82 mm) 3/4 pol"
"1501002007";"TUBO AC, API 5L B, SC (PC) 80-XS, 0.218 (5.54 mm) 2 pol"
"1501002008";"TUBO AC, API 5L B, SC (PC) 80-XS, 0.300 (7.62 mm) 3 pol"
"1501002009";"TUBO AC, API 5L B, SC (PC) 80-XS, 0.337 (8.56 mm) 4 pol"
"1501002010";"TUBO AC, API 5L B, SC (PC) S120, 0.438 (11.13 mm) 4 pol"
"1501002011";"TUBO AC, API 5L B, SC (PC) 80-XS, 0.432 (10.97 mm) 6 pol"
"1501002012";"TUBO AC, API 5L B, SC (PC) S120, 0.562 (14.27 mm) 6 pol"
"1501002013";"TUBO AC, API 5L B, SC (PC) S20, 0.250 (6.35 mm) 8 pol"
"1501002014";"TUBO AC, API 5L B, SC (PC) 80-XS, 0.500 (12.70 mm) 8 pol"
"1501002015";"TUBO AC, API 5L B, SC (PC) S120, 0.719 (18.26 mm) 8 pol"
"1501002016";"TUBO AC, API 5L B, SC (PC) S20, 0.250 (6.35 mm) 10 pol"
"1501002017";"TUBO AC, API 5L B, SC (PC) S80, 0.594 (15.09 mm) 10 pol"
"1501002018";"TUBO AC, API 5L B, SC (PC) S120, 0.844 (21.44 mm) 10 pol"
"1501002019";"TUBO AC, API 5L B, SC (PC) S20, 0.250 (6.35 mm) 12 pol"
"1501002020";"TUBO AC, API 5L B, SC (PC) S80, 0.688 (17.48 mm) 12 pol"
"1501002021";"TUBO (AC) API 5L B PSL1 (PL) S/C ESP. 6.35mm (1/4 pol)"
"1501002022";"TUBO AC, API 5L B, SC (PC) SCH-STD, 0.375 (9.53 mm) 12 pol"
"1501002023";"TUBO AC, API 5L B, SC (PC) SCH-XS, 0.500 (12.70 mm) 12 pol"
"1501002025";"TUBO AC, API 5L B, SC (PC) S10, 0.250 (6.35 mm) 14 pol"
"1501002028";"TUBO AC, API 5L B, SC (PL) S160, 0.188 (4.78 mm) 1/2 pol"
"1501002029";"TUBO AC, API 5L B, SC (PL) S160, 0.219 (5.56 mm) 3/4 pol"
"1501002030";"TUBO AC, API 5L B, SC (PL) XXS, 0.358 (9.09 mm) 1 pol"
"1501002031";"TUBO AC, API 5L B, SC (PL) S160, 0.250 (6.35 mm) 1 pol"
"1501002032";"TUBO AC, API 5L B, SC (PL) XXS, 0.400 (10.15 mm) 1.1/2 pol"
"1501002033";"TUBO AC, API 5L B, SC (PL) S160, 0.281 (7.14 mm) 1.1/2 pol"
"1501002034";"TUBO AC, API 5L B, SC (PC) S160, 0.344 (8.74 mm) 2 pol"
"1501002035";"TUBO AC, API 5L B, SC (PC) 40-STD, 0.154 (3.91 mm) 2 pol"
"1501002036";"TUBO AC, API 5L B, SC (PC) S160, 0.438 (11.13 mm) 3 pol"
"1501002037";"TUBO AC, API 5L B, SC (PC) 40-STD, 0.216 (5.49 mm) 3 pol"
"1501002038";"TUBO AC, API 5L B, SC (PC) S160, 0.531 (13.49 mm) 4 pol"
"1501002039";"TUBO AC, API 5L B, SC (PC) 40-STD, 0.237 (6.02 mm) 4 pol"
"1501002040";"TUBO AC, API 5L B, SC (PC) XXS, 0.674 (17.12 mm) 4 pol"
"1501002041";"TUBO AC, API 5L B, SC (PC) S160, 0.719 (18.26 mm) 6 pol"
"1501002042";"TUBO AC, API 5L B, SC (PC) 40-STD, 0.280 (7.11 mm) 6 pol"
"1501002043";"TUBO AC, API 5L B, SC (PC) S100, 0.594 (15.09 mm) 8 pol"
"1501002044";"TUBO AC, API 5L B, SC (PC) S60, 0.406 (10.31 mm) 8 pol"
"1501002045";"TUBO AC, API 5L B, SC (PC) 40-STD, 0.322 (8.18 mm) 8 pol"
"1501002047";"TUBO AC, API 5L B, SC (PC) S60-XS, 0.500 (12.70 mm) 10 pol"
"1501002048";"TUBO AC, API 5L B, SC (PC) 40-STD, 0.365 (9.27 mm) 10 pol"
"1501002049";"TUBO AC, API 5L B, SC (PC) SCH-100, 0.844 (21.44 mm) 12 pol"
"1501002050";"TUBO AC, API 5L B, SC (PC) S40, 0.406 (10.31 mm) 12 pol"
"1501002052";"TUBO AC, API 5L B, SC (PC) S40, 0.438 (11.13 mm) 14 pol"
"1501002057";"TUBO AC, API 5L B, SC (PL) S10, 0.065 (1.65 mm) 1/4 pol"
"1501002068";"TUBO AC, API 5L B, SC (PL) 40-STD, 0.109 (2.77 mm) 1/2 pol"
"1501002072";"TUBO AC, API 5L B, SC (PL) 40-STD, 0.113 (2.87 mm) 3/4 pol"
"1501002075";"TUBO AC, API 5L B, SC (PL) S30, 0.114 (2.90 mm) 1 pol"
"1501002076";"TUBO AC, API 5L B, SC (PL) 40-STD, 0.133 (3.38 mm) 1 pol"
"1501002080";"TUBO AC, API 5L B, SC (PL) 40-STD, 0.140 (3.56 mm) 1.1/4 pol"
"1501002081";"TUBO AC, API 5L B, SC (PL) 80-XS, 0.191 (4.85 mm) 1.1/4 pol"
"1501002083";"TUBO AC, API 5L B, SC (PL) XXS, 0.382 (9.70 mm) 1.1/4 pol"
"1501002087";"TUBO AC, API 5L B, SC (PL) 40-STD, 0.145 (3.68 mm) 1.1/2 pol"
"1501002098";"TUBO AC, API 5L B, SC (PC) XXS, 0.436 (11.07 mm) 2 pol"
"1501002107";"TUBO AC, API 5L B, SC (PC) 40-STD, 0.203 (5.16 mm) 2.1/2 pol"
"1501002110";"TUBO AC, API 5L B, SC (PC) 80-XS, 0.276 (7.01 mm) 2.1/2 pol"
"1501002123";"TUBO AC, API 5L B, SC (PC) XXS, 0.600 (15.24 mm) 3 pol"
"1501002132";"TUBO AC, API 5L B, SC (PC) 40-STD, 0.226 (5.74 mm) 3.1/2 pol"
"1501002137";"TUBO AC, API 5L B, SC (PC) 0.109 (2.77 mm) 4 pol"
"1501002156";"TUBO AC, API 5L B, SC (PC) 40-STD, 0.258 (6.55 mm) 5 pol"
"1501002160";"TUBO AC, API 5L B, SC (PC) 80-XS, 0.375 (9.53 mm) 5 pol"
"1501002162";"TUBO AC, API 5L B, SC (PC) S160, 0.625 (15.88 mm) 5 pol"
"1501002163";"TUBO AC, API 5L B, SC (PC) XXS, 0.750 (19.05 mm) 5 pol"
"1501002175";"TUBO AC, API 5L B, SC (PC) 0.312 (7.92 mm) 6 pol"
"1501002181";"TUBO AC, API 5L B, SC (PC) XXS, 0.864 (21.95 mm) 6 pol"
"1501002201";"TUBO AC, API 5L B, SC (PC) 1.000 (25.40 mm) 8 pol"
"1501002202";"TUBO AC, API 5L B, SC (PC) SCH-5, 0.134 (3.40 mm) 10 pol"
"1501002208";"TUBO AC, API 5L B, SC (PC), 0.279 (7.09 mm) 10 pol"
"1501002218";"TUBO AC, API 5L B, SC (PC) S160, 1.125 (28.58 mm) 10 pol"
"1501002228";"TUBO AC, API 5L B, SC (PC) S30, 0.330 (8.38 mm) 12 pol"
"1501002236";"TUBO AC, API 5L B, SC (PC) S120-XXS, 1.000 (25.40 mm) 12 pol"
"1501002247";"TUBO AC, API 5L B, SC (PC) S20, 0.312 (7.92 mm) 14 pol"
"1501002269";"TUBO AC, API 5L B, SC (PC) 0.188 (4.78 mm) 16 pol"
"1501002272";"TUBO AC, API 5L B, SC (PC) S10, 0.250 (6.35 mm) 16 pol"
"1501002274";"TUBO AC, API 5L B, SC (PC) S20, 0.312 (7.92 mm) 16 pol"
"1501002280";"TUBO AC, API 5L B, SC (PC) S40-XS, 0.500 (12.70 mm) 16 pol"
"1501002295";"TUBO AC, API 5L B, SC (PC) S120, 1.219 (30.96 mm) 16 pol"
"1501002301";"TUBO AC, API 5L B, SC (PC) 0.219 (5.56 mm) 18 pol"
"1501002302";"TUBO AC, API 5L B, SC (PC) S10, 0.250 (6.35 mm) 18 pol"
"1501002310";"TUBO AC, API 5L B, SC (PC) SCH-XS, 0.500 (12.70 mm) 18 pol"
"1501002329";"TUBO AC, API 5L B, SC (PC) S10, 0.250 (6.35 mm) 20 pol"
"1501002333";"TUBO AC, API 5L B, SC (PC) S20-STD, 0.375 (9.53 mm) 20 pol"
"1501002347";"TUBO AC, API 5L B, SC (PC) S80, 1.031 (26.19 mm) 20 pol"
"1501002368";"TUBO AC, API 5L B, SC (PC) S30-XS, 0.500 (12.70 mm) 22 pol"
"1501002425";"TUBO AC, API 5L B, SC (PC) SCH-STD, 0.375 (9.53 mm) 26 pol"
"1501002463";"TUBO AC, API 5L B, SC (PC) S20-XS, 0.500 (12.70 mm) 30 pol"
"1501003001";"TUBO AC, API 5L B, CC (PC) 40-STD, 0.154 (3.91 mm) 2 pol"
"1501003004";"TUBO AC, API 5L B, CC (PC) 80-XS, 0.218 (5.54 mm) 2 pol"
"1501003006";"TUBO AC, API 5L B, CC (PC) 40-STD, 0.216 (5.49 mm) 3 pol"
"1501003009";"TUBO AC, API 5L B, CC (PC) 80-XS, 0.300 (7.62 mm) 3 pol"
"1501003011";"TUBO AC, API 5L B, CC (PC) 40-STD, 0.237 (6.02 mm) 4 pol"
"1501003014";"TUBO AC, API 5L B, SC (PC) S80, 0.337 (8.56 mm) 4 pol"
"1501003018";"TUBO AC, API 5L B, CC (PC) 40-STD, 0.280 (7.11 mm) 6 pol"
"1501003027";"TUBO AC, API 5L B, CC (PC) S20, 0.250 (6.35 mm) 8 pol"
"1501003028";"TUBO AC, API 5L B, CC (PC) 40-STD, 0.322 (8.18 mm) 8 pol"
"1501003037";"TUBO AC, API 5L B, CC (PC) S20, 0.250 (6.35 mm) 10 pol"
"1501003038";"TUBO AC, API 5L B, CC (PC) 40-STD, 0.365 (9.27 mm) 10 pol"
"1501003047";"TUBO AC, API 5L B, CC (PC) S20, 0.250 (6.35 mm) 12 pol"
"1501003056";"TUBO AC, API 5L B, CC (PC) SCH-STD, 0.375 (9.53 mm) 12 pol"
"1501003059";"TUBO AC, API 5L B, CC (PC) SCH-XS, 0.500 (12.70 mm) 12 pol"
"1501003062";"TUBO AC, API 5L B, CC (PC) S80, 0.750 (19.05 mm) 14 pol"
"1501003065";"TUBO AC, API 5L B, CC (PC) S10, 0.250 (6.35 mm) 14 pol"
"1501003067";"TUBO AC, API 5L B, CC (PC) S30, 0.375 (9.53 mm) 14 pol"
"1501003070";"TUBO AC, API 5L B, CC (PC) SCH-XS, 0.500 (12.70 mm) 14 pol"
"1501003071";"TUBO AC, API 5L B, CC (PC) S10, 0.250 (6.35 mm) 16 pol"
"1501003072";"TUBO AC, API 5L B, CC (PC) 30-STD, 0.375 (9.53 mm) 16 pol"
"1501003073";"TUBO AC, API 5L B, CC (PC) S40-XS, 0.500 (12.70 mm) 16 pol"
"1501003074";"TUBO AC, API 5L B, CC (PC) S10, 0.250 (6.35 mm) 18 pol"
"1501003076";"TUBO AC, API 5L B, CC (PC) SCH-XS, 0.500 (12.70 mm) 18 pol"
"1501003078";"TUBO AC, API 5L B, CC (PC) S20-STD, 0.375 (9.53 mm) 20 pol"
"1501003079";"TUBO AC, API 5L B, CC (PC) S30-XS, 0.500 (12.70 mm) 20 pol"
"1501003081";"TUBO AC, API 5L B, CC (PC) S20-STD, 0.375 (9.53 mm) 24 pol"
"1501003084";"TUBO AC, API 5L B, CC (PC) S20-XS, 0.500 (12.70 mm) 26 pol"
"1501003088";"TUBO AC, API 5L B, CC (PC) S20-XS, 0.500 (12.70 mm) 30 pol"
"1501003116";"TUBO AC, API 5L B, CC (PL) 80-XS, 0.154 (3.91 mm) 3/4 pol"
"1501003123";"TUBO AC, API 5L B, CC (PL) 80-XS, 0.179 (4.55 mm) 1 pol"
"1501003124";"TUBO AC, API 5L B, CC (PL) S160, 0.250 (6.35 mm) 1 pol"
"1501003136";"TUBO AC, API 5L B, CC (PL) 40-STD, 0.145 (3.68 mm) 1.1/2 pol"
"1501003137";"TUBO AC, API 5L B, CC (PL) 80-XS, 0.200 (5.08 mm) 1.1/2 pol"
"1501003138";"TUBO AC, API 5L B, CC (PL) S160, 0.281 (7.14 mm) 1.1/2 pol"
"1501003161";"TUBO AC, API 5L B, CC (PC) 80-XS, 0.276 (7.01 mm) 2.1/2 pol"
"1501003209";"TUBO AC, API 5L B, CC (PC) 40-STD, 0.258 (6.55 mm) 5 pol"
"1501003215";"TUBO AC, API 5L B, CC (PC) S160, 0.625 (15.88 mm) 5 pol"
"1501003258";"TUBO AC, API 5L B, CC (PC) S10, 0.165 (4.19 mm) 10 pol"
"1501003266";"TUBO AC, API 5L B, CC (PC) S60-XS, 0.500 (12.70 mm) 10 pol"
"1501003276";"TUBO AC, API 5L B, CC (PC) 0.172 (4.37 mm) 12 pol"
"1501003277";"TUBO AC, API 5L B, CC (PC) S10, 0.180 (4.57 mm) 12 pol"
"1501003283";"TUBO AC, API 5L B, CC (PC) S30, 0.330 (8.38 mm) 12 pol"
"1501003285";"TUBO AC, API 5L B, CC (PC) S40, 0.406 (10.31 mm) 12 pol"
"1501003308";"TUBO AC, API 5L B, CC (PC) S40, 0.438 (11.13 mm) 14 pol"
"1501003332";"TUBO AC, API 5L B, CC (PC) S20, 0.312 (7.92 mm) 16 pol"
"1501003336";"TUBO AC, API 5L B, CC (PC) 0.469 (11.91 mm) 16 pol"
"1501003343";"TUBO AC, API 5L B, CC (PC) S80, 0.844 (21.44 mm) 16 pol"
"1501003370";"TUBO AC, API 5L B, CC (PC) S80, 0.938 (23.83 mm) 18 pol"
"1501003397";"TUBO AC, API 5L B, CC (PC) S80, 1.031 (26.19 mm) 20 pol"
"1501003414";"TUBO AC, API 5L B, CC (PC) S20-STD, 0.375 (9.53 mm) 22 pol"
"1501003445";"TUBO AC, API 5L B, CC (PC) SCH-XS, 0.500 (12.70 mm) 24 pol"
"1501003543";"TUBO AC, API 5L B, CC (PC) 0.406 (10.31 mm) 34 pol"
"1501003546";"TUBO (AC) API 5L B PSL1 (PC) C/C SCH-20-XS (34 pol)"
"1501003603";"TUBO AC, API 5L B, CC (PC) SCH-XS, 0.500 (12.70 mm) 40 pol"
"1501019001";"TUBO AC, API 5L X52, SC (PC) S160, 1.125 (28.58 mm) 10 pol"
"1501019002";"TUBO AC, API 5L X52, SC (PC) 1.000 (25.40 mm) 8 pol"
"1501019003";"TUBO (AC) API 5L X52 (PC) S/C SCH-80 (10 pol)"
"1501019004";"TUBO (AC) API 5L X52 (PC) S/C SCH-80 (14 pol)"
"1501019005";"TUBO (AC) API 5L X52 (PC) S/C SCH-80 (18 pol)"
"1501019006";"TUBO (AC) API 5L X52 (PC) S/C SCH-80 (20 pol)"
"1501019007";"TUBO (AC) API 5L X52 (PC) S/C SCH-80 (4 pol)"
"1501019008";"TUBO (AC) API 5L X52 (PC) S/C ESP. 25.40mm (8 pol)"
"1501019009";"TUBO AC, API 5L X52, SC (PC) 0.812 pol (20.62mm) 8 pol"
"1501022001";"TUBO (AC) API 5L X60 (PC) S/C SCH-160 (12 pol)"
"1501024007";"TUBO (AC) API 5L X65 (PC) C/C ESP. 0.625 pol (5 pol)"
"1501024008";"TUBO (AC) API 5L X65 (PC) C/C 0.562 pol (6 pol)"
"1502014459";"TUBO (AI) A358 TP 316L CL1 (PC) S/C SCH-20S (2 pol)"
"1502014460";"TUBO (AI) A358 TP 316L CL1 (PC) S/C SCH-20S (4 pol)"
"1502014461";"TUBO (AI) A358 TP 316L CL1 (PC) S/C SCH-20S (6 pol)"
"1506001015";"TUBO C/C CuNi 90/10 (C70620) 20 BAR (PC) 9mm (16 pol)"
"1506001033";"TUBO - Cu-Ni - 20 BAR - (PC) - 12 pol"
"1506001034";"T-62 - Cu-Ni - 20 BAR - (PC) - 14 pol (368mm)"
"1506001038";"TUBO S/C CuNi 90/10 (C7060X) 20 BAR (PC) 13mm (24 pol)"
"1506001042";"TUBO C/C CuNi 90/10 (C7060X) 20 BAR (PC) 10.5mm (24 pol)"
"1506002001";"T-91 - Cu-Ni - 20 BAR - (PC) - 2.1/2 pol (76.1mm)"
"1506002002";"TUBO S/C (CuNi 90/10) 20 BAR (PC) 2.5mm 3 pol"
"1506002003";"TUBO S/C (CuNi 90/10) 20 BAR (PC) 3mm 4 pol"
"1506002005";"T-91 - Cu-Ni - 20 BAR - (PC) - 8 pol (219.1mm)"
"1506002008";"T-91 - Cu-Ni - 20 BAR - (PC) - 14 pol (368mm)"
"1506002010";"T-61 - Cu-Ni - 20 BAR - (PC) - 6 pol (159mm)"
"1506002011";"T-61 - Cu-Ni - 20 BAR - (PC) - 8 pol (219.1mm)"
"1506002012";"TUBO S/C CuNi 90/10 (C7060X) 20 BAR (PL) 5.5mm (10 pol)"
"1506002013";"T-61 - Cu-Ni - 20 BAR - (PC) - 12 pol (323.9mm)"
"1506002016";"TUBO S/C CuNi 90/10 (C7060X) 20 BAR (PC) 2.5mm (3 pol)"
"1506002017";"TUBO S/C CuNi 90/10 (C7060X) 20 BAR (PC) 3mm (4 pol)"
"1506003001";"T-90 - Cu-Ni - 20 BAR - (PL) - 1/2 pol (16mm)"
"1506003002";"TUBO (T-90) Cu-Ni, EEMUA 234, 20 BAR (PL) 3/4 pol (25mm)"
"1506003003";"TUBO S/C (CuNi 90/10) 20 BAR (PL) 2.5mm 1 pol"
"1506003004";"TUBO S/C (CuNi 90/10) 20 BAR (PL) 2.5mm 1.1/4 pol"
"1506003005";"TUBO S/C (CuNi 90/10) 20 BAR (PL) 2.5mm 1.1/2 pol"
"1506003006";"T-90 - Cu-Ni - 20 BAR - (PL) - 2 pol (57mm)"
"1506003007";"TUBO S/C (CuNi 90/10) EEMUA 234, 20 BAR (PL) 2mm 1/4 pol"
"1506004001";"T-64 - Cu-Ni - 20 BAR - (PL) - 1/2 pol (16mm)"
"1506004002";"T-64 - Cu-Ni - 20 BAR - (PL) - 3/4 pol (25mm)"
"1506004003";"TUBO S/C CuNi 90/10 (C7060X) 20 BAR (PL) 2.5mm (1 pol)"
"1506004005";"T-64 - Cu-Ni - 20 BAR - (PL) - 1.1/2 pol (44.5mm)"
"1506004006";"TUBO S/C CuNi 90/10 (C7060X) 20 BAR (PL) 2.5mm (2 pol)"
"1508001003";"TUBO (CPVC) ASTM F441 (PL) SCH-80 DN 1 pol"
"9101002258";"Tubo inox UNS 32750 s/c 2 X 0.1"
"1508001005";"Tubo condução PVC rígido 2"""
"1508001007";"TUBO (SC), ASTM F441 CPVC, SCH-80 DN 4 POL"
"1511001007";"TB (PVC-U), CL-1120 ASTM D1785, SCH-80 DN 4"
"9101002035";"TUBO; PVC-U; Ø 4"
"1509003003";"TUBO REDONDO (AC) NBR 8261-B (PL) S/C ESP. 7.11mm (168 mm)"
"1509003004";"TUBO REDONDO (AC) NBR 8261-B (PL) S/C ESP. 8.18mm (219.1 mm)"
"1509003005";"TUBO REDONDO, AC NBR8261 PL SC SCH40, 2 POL"
"1509003006";"TUBO REDONDO, AC NBR 8261 SC PL, 4POL"
"1509003007";"TUBO REDONDO, AC NBR 8261, SC PL, 10 POL"
"1509003008";"TUBO REDONDO, AC NBR 8261 SC PL, 5POL"
"1509003009";"TUBO REDONDO, AC NBR 8261 SC PL, 3.1/2 POL"
"1509003010";"TUBO REDONDO, AC NBR 8261 SC PL, 4.1/2 POL"
"1509002002";"TUBO RETANGULAR (AC) A500-C (PL) C/C ESP. 9.52mm 290 x 150mm"
"2014002121";"TUBO RETANGULAR (AC) A500-B, Esp 0.375 pol (12 x 6 pol)"
"2014002122";"TUBO RETANGULAR (AC) A500-B, Esp 0.180 pol (6 x 4 pol)"
"1501020002";"TUBO (AC) MARILOY (S400 / TPY) C/C (PC) 12.7mm (10 pol)"
